"Arrival time","private","public","workplace"
"00:00",0.868451025056948,0.347536332587053,0.00942113834268718
"00:15",0.590567788745465,0.250634633976866,0.00672938453049084
"00:30",0.402851598751371,0.21955505137566,0.00807526143658901
"00:45",0.265755504935459,0.16338980567491,0.00538350762439267
"01:00",0.196152872690458,0.138859135121815,0
"01:15",0.147114654517844,0.127537287174233,0
"01:30",0.11178604572682,0.104782592769779,0
"01:45",0.0717118029190922,0.0801409237073946,0.00134587690609817
"02:00",0.0785666076098878,0.0739250071871535,0
"02:15",0.0495655108411373,0.0647121309160818,0.00134587690609817
"02:30",0.0358559014595461,0.05505526060785,0
"02:45",0.0432379988188644,0.0499493291805091,0
"03:00",0.0316375601113642,0.044066408188138,0.00269175381219634
"03:15",0.0316375601113642,0.0414024439651775,0
"03:30",0.0279465114317051,0.0399594633444073,0.00134587690609817
"03:45",0.0284738041002278,0.038627481232927,0.00942113834268718
"04:00",0.0237281700835232,0.0380724886864769,0.00538350762439267
"04:15",0.0290010967687505,0.0374064976307368,0.00672938453049084
"04:30",0.0242554627520459,0.043733412660268,0.0188422766853744
"04:45",0.0358559014595461,0.043844411169558,0.0969031372390681
"05:00",0.0205644140723867,0.0506153202362492,0.30147642696599
"05:15",0.0142369020501139,0.0506153202362492,0.364732641552604
"05:30",0.0179279507297731,0.0538342770056598,0.347236241773327
"05:45",0.0242554627520459,0.0611601786188012,0.411838333266039
"06:00",0.0453471694929554,0.0849138596068655,0.878857619682104
"06:15",0.0274192187631823,0.118213412393872,0.942113834268718
"06:30",0.0342740234539779,0.195024380822566,0.986527772169957
"06:45",0.0674934615709103,0.32977657110065,1.51814915007873
"07:00",0.0838395342951152,0.564871413776913,2.80615334921468
"07:15",0.115477094406479,0.589735079857878,3.69039447652118
"07:30",0.203534970049776,0.853578536440256,3.6769357074602
"07:45",0.169788239264321,1.22264857982957,4.08204465619574
"08:00",0.228845018138868,1.57107290049095,5.2892962409658
"08:15",0.238336286172277,1.7128179968543,6.34446373534677
"08:30",0.419724964144099,2.15725602805154,7.27984818508499
"08:45",0.497236986416941,2.4202114965596,7.74552159459496
"09:00",0.33904918586012,2.46905084064721,6.82628766772991
"09:15",0.28315616299671,1.9620096502104,4.6271248031655
"09:30",0.259427992913187,1.7139279819472,3.50331758657353
"09:45",0.245718383531595,1.57307087365817,3.10897565308677
"10:00",0.248354846874209,1.52023558323612,2.70117495053902
"10:15",0.282101577659664,1.2101057482798,1.84654311516669
"10:30",0.291592845693073,1.18724005536606,1.6877296402471
"10:45",0.310575381759892,1.19478795399778,1.49661511958116
"11:00",0.342212941871256,1.26960094925925,1.40374961306039
"11:15",0.349595039230575,1.11298205265103,1.09688967847001
"11:30",0.410760988779212,1.112205063086,1.15072475471393
"11:45",0.43923479287944,1.16104440717361,1.28665832222985
"12:00",0.4777271576816,1.32077126204195,1.3970202285299
"12:15",0.54522061925251,1.28336476441121,1.27319955316887
"12:30",0.590040496076943,1.34752190278085,1.18706343117858
"12:45",0.564203155319328,1.39736023345206,1.5410290574824
"13:00",0.556293765291487,1.469287267472,1.52218678079703
"13:15",0.571057960010124,1.30634145583425,1.22743973836153
"13:30",0.554184594617396,1.28946968242216,1.3189593679762
"13:45",0.545747911921033,1.28303176888334,1.21263509239445
"14:00",0.607968446806716,1.34097299073273,1.20321395405176
